"ID","OUTCOME_ID","NUM","TITLE"
"1304","685","1","Management of maritime"
"1305","686","1","Science and Technology Solutions"
"1306","686","1",".1: Management of core nuclear facilities"
"1307","686","1",".2: Scientific and technical services for Government"
"1308","686","1",".3: Research into, and application of, nuclear science and technology"
"1309","686","1",".4: Provision of education and training"
"1310","686","1",".5: Radiopharmaceutical sales"
"1311","686","1",".6: Exploitation of assets"
"1312","687","1","Science and Technology Solutions"
"1313","688","1","Australian Office of Financial Management"
"1314","689","1","Australian Pesticides and Veterinary Medicines Authority"
"1315","690","1","Australian Prudential Regulation Authority"
"1316","691","1","Australian Public Service Commission"
"1317","691","2","Parliamentarians' and Judicial Office Holders' Remuneration and Entitlements"
"1318","692","1","Expenses"
"1319","693","2","Expenses"
"1320","694","1","Radiation protection and nuclear safety"
"1321","695","1","Discovery - Research and Research Training"
"1322","695","2","Linkage - Cross Sector Research Partnerships"
"1323","695","3","Excellence in Research for Australia"
"1324","696","1","Secret Intelligence"
"1325","696","2","Other Services"
"1326","697","1","Australian Securities and Investments Commission"
"1327","697","2","Banking Act 1959, Life Insurance Act 1995,"
"1328","698","1","expenses"
"1329","699","2","expenses"
"1330","700","1","Security Intelligence"
"1331","701","1","Regulation and advice"
"1332","702","1","Regulation and advice"
"1333","703","1","Deterrence, Detection and Enforcement"
"1334","704","1",
"1335","705","1",
"1336","706","22","Targeted Assistance Through the Taxation System"
"1337","707","1","Australian Taxation Office"
"1338","708","1","Australian Taxation Office"
"1339","708","2","Tax Practitioners Board"
"1340","708","3","Australian Business Register"
"1341","708","4","Australian Valuation Office"
"1342","708","5","Australian Charities and Not-for-profits"
"1343","708","6","Australian Screen Production Incentive"
"1344","708","7","Cleaner Fuels Grant Scheme"
"1345","709","8","Conversation Tillage Refundable Tax Offset"
"1346","709","9","Exploration Development Incentive"
"1347","709","10","Fuel Tax Credits Scheme"
"1348","709","11","National Rental Affordability Scheme"
"1349","709","12","Product Stewardship for Oil"
"1350","709","13","Research and Development Tax Incentive"
"1351","709","14","Seafarer Tax Offset"
"1352","709","15","Baby Bonus Tax Offsets"
"1353","709","16","Education Tax Refund"
"1354","709","17","First Home Saver Accounts"
"1355","710","18","Low Income Earner Superannuation"
"1356","710","19","Private Health Insurance Rebate"
"1357","710","20","Superannuation Co-contribution Scheme"
"1358","710","21","Superannuation Guarantee Scheme"
"1359","710","22","Targeted Assistance Through the Taxation"
"1360","710","23","Interest on Overpayment and Early Payments"
"1361","710","24","Bad and Doubtful Debts and Remissions"
"1362","711","1","Consular and passport services"
"1363","712","1","Promotion of Australia's export and"
"1364","712","2","Programmes to promote Australia's"
"1365","713","1","AUSTRAC"
"1366","714","1","Australian Transport Safety Bureau"
"1367","715","1","Bureau of Meteorology"
"1368","716","1","Improved cancer control"
"1369","717","1","Civil Aviation Safety Authority"
"1370","718","1","Clean Energy Finance Corporation"
"1371","719","1","Clean Energy Regulator"
"1372","720","3","Comcare Departmental Outcome 3"
"1373","721","2","Comcare Departmental Outcome 2"
"1374","722","1","Comcare Departmental Outcome 1"
"1375","723","1","Commonwealth Grants Commission"
"1376","724","2","National Research Infrastructure - National Facilities and Collections"
"1377","725","1","Research - National Flagships, Science and Services"
"1378","726","3","Science and Industry Endowment Fund"
"1379","727","1","Research - National Flagships, Science and Services"
"1380","727","2","National Research Infrastructure - National Facilities and Collections"
"1381","727","3","Science and Industry Endowment Fund"
"1382","728","1","Superannuation Scheme Governance"
"1383","729","1","Superannuation Scheme Governance"
"1384","730","1","Superannuation Administration Services"
"1385","731","1","Superannuation Administration Services"
"1386","732","1","Corporations and Markets Advisory Committee"
"1387","733","1","Cotton Research and Development Corporation"
"1388","734","1","National law enforcement information systems and services"
"1389","735","1","Agricultural Adaptation"
"1390","735","2","Sustainable Management - Natural Resources"
"1391","735","3","Forestry Industry"
"1392","735","4","Fishing Industry"
"1393","735","5","Horticulture Industry"
"1394","735","6","Wool Industry"
"1395","735","7","Grains Industry"
"1396","735","8","Dairy Industry"
"1397","735","9","Meat and Livestock Industry"
"1398","735","10","Agricultural Resources"
"1399","735","11","Drought Programs"
"1400","735","12","Rural Programs"
"1401","735","13","International Market Access"
"1402","736","1","Biosecurity and Export Services"
"1403","736","2","Plant and Animal Health"
"1404","737","1","Biosecurity and Export Services"
"1405","737","2","Plant and Animal Health"
"1406","738","1","Agricultural Adaptation"
"1407","738","2","Sustainable Management - Natural Resources"
"1408","738","3","Forestry Industry"
"1409","738","4","Fishing Industry"
"1410","738","5","Horticulture Industry"
"1411","738","6","Wool Industry"
"1412","738","7","Grains Industry"
"1413","738","8","Dairy Industry"
"1414","738","9","Meat and Livestock Industry"
"1415","738","10","Agricultural Resources"
"1416","738","11","Drought Programs"
"1417","738","12","Rural Programs"
"1418","738","13","International Market Access"
"1419","739","1","Digital Technologies and Communications Services"
"1420","740","1",
"1421","741","1","Government Schools National Support"
"1422","741","2","Non-Government Schools National Support"
"1423","741","3","School Support"
"1424","741","4","Trade Training"
"1425","741","5","Digital Education"
"1426","741","6","More Support for Students With Disabilities"
"1427","741","7","Youth Support"
"1428","743","1","Employee Assistance"
"1429","743","2","Workplace Assistance"
"1430","743","3","Workers Compensation Payments"
"1431","744","1","Employment Services"
"1432","744","2","Indigenous Employment"
"1433","744","3","Disability Employment Services"
"1434","744","4","Remote Jobs and Communities Program"
"1435","745","2","Property and Construction"
"1436","746","1","Government Business and ICT"
"1437","747","3","Insurance and Risk Management"
"1438","748","1","Consular Services"
"1439","748","2","Passport Services"
"1440","749","1","Foreign Affairs and Trade Operations"
"1441","749","2","Payments to International Organisations"
"1442","749","3","Public Information Services and"
"1443","749","4","International Climate Change Engagement Solution"
"1444","749","5","New Colombo Plan - Transforming Regional"
"1445","749","6","Official Development Assistance - PNG & Pacific"
"1446","749","7","Official Development Assistance - East Asia"
"1447","749","8","Official Development Assistance - East Asia AIPRD"
"1448","750","9","Official Development Assistance - Africa, South and Central Asia, Middle East and Other"
"1449","750","10","Official Development Assistance - Emergency, Humanitarian and Refugee Programme"
"1450","750","11","Official Development Assistance - Multilateral Replenishments"
"1451","750","12","Official Development Assistance - UN Commonwealth and Other International Organisations"
"1452","750","13","Official Development Assistance - NGO, Volunteer and Community Programmes"
"1453","750","14","Programmes to Promote Australia's International Tourism Interests"
"1454","751","1","Other (Departmental)"
"1455","751","2","Overseas Property"
"1456","752","1","Primary care financing quality and access"
"1457","752","2","Primary care practice incentives"
"1458","752","3","Aboriginal and Torres Strait Islander health3"
"1459","752","4","Mental health3"
"1460","752","5","Rural health services"
"1461","753","1","e-Health implementation1"
"1462","753","2","Health information"
"1463","753","3","International policy engagement"
"1464","753","4","Research capacity and quality1"
"1465","753","5","Health infrastructure1"
"1466","753","6","Blood and organ donation1"
"1467","753","7","Regulatory policy"
"1468","754","6","Blood and organ donation"
"1469","754","7","Regulatory policy"
"1470","755","1","Workforce and Rural Distribution"
"1471","755","2","Workforce Development and Innovation"
"1472","756","1","Community pharmacy and pharmaceutical awareness"
"1473","756","2","Pharmaceuticals and pharmaceutical services"
"1474","756","3","Targeted assistance -pharmaceuticals"
"1475","756","4","Targeted assistance - aids and appliances"
"1476","757","1","Public hospitals and information1"
"1477","758","1","Sport and Recreation1"
"1478","759","1","Private health insurance"
"1479","760","1","Health Emergency Planning and Response1"
"1480","761","1","Services to the Community - Social Security and Welfare"
"1481","761","2","Services to the Community - Health"
"1482","761","3","Child Support"
"1483","762","1","Settlement Services for Migrants and Refugees"
"1484","762","1","Settlement Services for Migrants and"
"1485","762","1","Multicultural and Citizenship Services"
"1486","762","1","Multicultural and Citizenship Services"
"1487","763","1","Compliance, Detention and Status"
"1488","763","2","Compliance, Detention and Status"
"1489","763","3","IMA Onshore Management"
"1490","763","4","IMA Onshore Management"
"1491","763","5","IMA Offshore Management"
"1492","763","6","IMA Offshore Management"
"1493","764","1","Border Management"
"1494","764","2","Visa and Citizenship"
"1495","764","3","Migration, Border Management and"
"1496","765","1","Compliance, Detention and"
"1497","765","1",
"1498","765","2","Compliance, Detention and"
"1499","765","2",
"1500","765","3","IMA Onshore"
"1501","765","3",
"1502","765","4","IMA Onshore"
"1503","765","4",
"1504","765","5","IMA Offshore"
"1505","765","5",
"1506","765","6","IMA Offshore"
"1507","765","6",
"1508","766","1","Border Management"
"1509","766","1",
"1510","766","2","Visa and Citizenship"
"1511","766","2",
"1512","766","3","Migration, Border"
"1513","766","3",
"1514","767","1","Refugee and Humanitarian Assistance"
"1515","767","2","Refugee and Humanitarian Assistance"
"1516","767","3","Regional Cooperation"
"1517","767","4","Regional Cooperation"
"1518","768","1","Refugee and Humanitarian"
"1519","768","1",
"1520","768","2","Refugee and Humanitarian"
"1521","768","2",
"1522","768","3","Regional Cooperation"
"1523","768","3",
"1524","768","4","Regional Cooperation"
"1525","768","4",
"1526","769","4","Programme Support"
"1527","770","3","Encouraging Investment"
"1528","771","1","Building Skills and Capability"
"1529","771","2","Supporting Science and Innovation"
"1530","771","3","Encouraging Investment"
"1531","771","4","Programme Support"
"1532","772","2","Supporting Science and Innovation"
"1533","773","1","Expenses"
"1534","774","2","Expenses"
"1535","775","1","Parliamentary Services"
"1536","775","2","Parliament House Works Program"
"1537","776","1","Antarctica: Science, Policy and Presence"
"1538","777","1","Water Reform"
"1539","777","2","Commonwealth Environmental Water"
"1540","778","1","Reducing Australia's Greenhouse Gas Emissions 1"
"1541","778","2","Adapting to Climate Change 2"
"1542","779","1","Sustainable Management of Natural Resources"
"1543","779","2","Environmental Information and Research"
"1544","779","3","Carbon Pollution Reduction - Land Sector Initiatives"
"1545","779","4","Conservation of Australia's Heritage"
"1546","779","5","Environmental Regulation"
"1547","779","6","Management of Hazardous Wastes, Substances"
"1548","780","1","expenses - Departmental"
"1549","780","2","expenses - Administered"
"1550","781","1","Other Departmental DHOR"
"1551","781","2","Schools Hospitality"
"1552","782","6","Expenses"
"1553","783","1","Prime Minister and Cabinet"
"1554","784","1","Indigenous"
"1555","784","1","Jobs, Land and Economy"
"1556","784","2","Children and Schooling"
"1557","784","3","Safety and Wellbeing"
"1558","784","4","Culture and Capability"
"1559","784","5","Remote Australia Strategies"
"1560","784","6","Programme Support"
"1561","785","1","Department of the Treasury"
"1562","785","2","Payments to International Financial"
"1563","785","3","Support for Markets and Business"
"1564","785","4","General Revenue Assistance"
"1565","786","5","Assistance to the States for Healthcare"
"1566","786","6","Assistance to the States for Government"
"1567","786","7","Assistance to the States for Skills and"
"1568","786","8","Assistance to the States for Disabilities"
"1569","786","9","Assistance to the States for Affordable"
"1570","786","10","National Partnership Payments to"
"1571","787","1","Veterans' Income Support and Allowances"
"1572","787","2","Veterans' Disability Support"
"1573","788","3","Assistance to Defence Widow/ers and Dependants"
"1574","788","4","Assistance and Other Compensation for Veterans and Dependants"
"1575","788","5","Veterans' Children Education Scheme"
"1576","789","6","Military Rehabilitation and Compensation Acts Payments - Income Support and Compensation"
"1577","789","7","Adjustment to the Military Rehabilitation and Compensation Acts Liability Provision - Income Support and Compensation"
"1578","789","1","Veterans' Income Support & Allowances"
"1579","789","1","expenses"
"1580","789","2","Veterans' Disability Support"
"1581","789","2","expenses"
"1582","789","3","Assistance to Defence Widow/ers and Dependants"
"1583","789","3","expenses"
"1584","789","4","Assistance & Other Compensation for Veterans and Dependants"
"1585","789","4","expenses"
"1586","789","4","expenses"
"1587","789","5","Veterans' Children Education Scheme"
"1588","789","5","expenses"
"1589","789","6","Military Rehabilitation and Compensation Acts Payments - Income Support & Compensation"
"1590","789","6","expenses"
"1591","789","7","Adjustment for the Military and Compensation Acts Liability Provision - Income Support & Compensation"
"1592","789","7","expenses"
"1593","790","1","War Graves and Commemorations"
"1594","790","2","Gallipoli-related Activities"
"1595","790","1","War Graves & Commemorations"
"1596","790","1","objective"
"1597","790","2","War Graves and Commemorations"
"1598","790","2","expenses"
"1599","791","1","General Medical Consultations and Services"
"1600","791","2","Veterans' Hospital Services"
"1601","791","3","Veterans' Pharmaceuticals Benefits"
"1602","792","4","Veterans' Community Care and Support"
"1603","792","5","Veterans' Counselling and Other Health Services"
"1604","792","6","Military Rehabilitation and Compensation Acts - Health and Other Care Services"
"1605","793","7","Adjustment to the Military Rehabilitation and Compensation Acts Liability Provision - Health and Other Care Services"
"1606","793","1","General Medical Consultations and Services"
"1607","793","1","expenses"
"1608","793","2","Veterans' Hospital Services"
"1609","793","2","expenses"
"1610","793","3","Veterans' Pharmaceuticals Benefits"
"1611","793","3","expenses"
"1612","793","4","Veterans' Community Care & Support"
"1613","793","4","expenses"
"1614","793","4","expenses"
"1615","793","5","Veterans' Counselling and Other Health Services"
"1616","793","5","expenses"
"1617","793","5","expenses"
"1618","793","6","Military Rehabilitation and Compensation Acts - Health & Other Care Services"
"1619","793","6","expenses"
"1620","793","7","Adjustment to the Military Rehabilitation and Compensation Acts Liability Provision - Health and Other Care Services"
"1621","793","7","expenses"
"1622","794","1","Parks and Reserves"
"1623","795","1","Workplace Gender Equality"
"1624","796","1","Dispute resolution, minimum wage setting, orders and approval of agreements"
"1625","797","1","Family Court and Federal Circuit Court"
"1626","798","1","Federal Court Business"
"1627","799","1","Fisheries Research & Development Corporation"
"1628","800","1","Food regulatory activity and services to the Minister and Parliament"
"1629","801","1","Management of the Investment of the"
"1630","801","2","Management of the Investment of the"
"1631","802","1","Australian general practice training"
"1632","803","1","Geoscientific and spatial information services"
"1633","804","1","Geoscientific and spatial information services"
"1634","805","1","Geoscientific and spatial information services"
"1635","806","1","Grains Research and Development Corporation"
"1636","807","1","Improving the outlook for the Great Barrier Reef"
"1637","808","1","High Court Business"
"1638","809","1","Public hospital price determinations"
"1639","810","1","Equities and Investments"
"1640","810","2","Indigenous Home Ownership"
"1641","810","3","Business Development and Assistance"
"1642","811","1","Expenses"
"1643","812","1","Assistance in the acquisition and"
"1644","813","1","Personal Insolvency and Trustee Services"
"1645","813","2","Operation of a National Register of Security Interest in Personal Property"
"1646","814","1","IP Rights Administration and Professional Registration"
"1647","814","2","Education, Awareness and International Engagement"
"1648","814","3","Advice to Government"
"1649","815","1","Final independent merits review of decisions concerning refugee status and the refusal or cancellation of migration and refugee visas."
"1650","816","1","Equitable & sustainable use of the Murray-Darling Basin"
"1651","817","1","National Archives of Australia"
"1652","818","1","National blood agreement management"
"1653","820","1","National Competition Council"
"1654","821","1",
"1655","822","1","Collection development, management, access and promotion"
"1656","823","1","Health and medical research"
"1657","824","1","National health funding pool administration"
"1658","825","1","Health system performance reporting"
"1659","826","1","expenses"
"1660","827","1","National Library of Australia"
"1661","828","1","National Mental Health Commission"
"1662","829","1","Collection Management, Research, Exhibitions and Programs"
"1663","830","1","expenses"
"1664","831","1","Regulatory oversight of safety cases, well"
"1665","832","1","Develop, maintain and provide access to"
"1666","833","1","National Transport Commission"
"1667","834","1","Sydney Harbour Federation Trust"
"1668","835","1","Assessment and reports"
"1669","835","2","Coordination and evaluation"
"1670","836","1","Legislative drafting and publication"
"1671","837","1","Auditing and Assurance Standards Board"
"1672","838","1","Australian Accounting Standards Board"
"1673","839","1","Complaint handling, compliance and monitoring, and education and promotion"
"1674","840","1","Expenses"
"1675","841","1","Office of the Commonwealth Ombudsman"
"1676","842","1","An independent service to prosecute alleged offences against the criminal law of the Commonwealth, in appropriate matters, in a manner which is fair and just and to ensure that offenders, where appropriate, are deprived of the proceeds and benefits of criminal activity"
"1677","843","1","Education Services and Compliance Activities"
"1678","844","1","Education Services and Compliance Activities"
"1679","845","1","Office of the Inspector General of Intelligence and Security"
"1680","846","1","Support the Governor-General"
"1681","847","1","Old Parliament House"
"1682","848","1","Coordination of organ and tissue donation and transplantation"
"1683","850","1","Private health insurance prudential regulation and risk equalisation"
"1684","851","1","Productivity Commission"
"1685","852","1","Safeguarding the integrity of the Medicare program and"
"1686","853","1","Royal Australian Mint"
"1687","854","1","Rural Industries Research and Development"
"1688","855","1","Reform of and improvements to Australian work health and safety and workers' compensation arrangements"
"1689","856","1","Foster the Australian screen industry through strengthening the skills of screen content practitioners and developing, funding and promoting Australian screen content."
"1690","857","1","Television"
"1691","857","2","Radio"
"1692","857","3","Analog Transmission and Distribution"
"1693","857","4","Digital TV Transmission and Distribution"
"1694","857","5","Digital Radio Transmission and Distribution"
"1695","858","1","Television"
"1696","858","2","- Radio"
"1697","858","3","Analog Transmission and Distribution"
"1698","858","4","Digital Television Transmission and Distribution"
"1699","858","5","Digital Radio Transmission and Distribution"
"1700","859","1","Sydney Harbour Federation Trust"
"1701","860","1","Telecommunications Service Agreements and Grants"
"1702","861","1","Regulation and Quality Assurance"
"1703","862","1","Expenses"
"1704","863","1","Torres Strait Regional Development"
"1705","864","1","Supporting Outcome 1"
"1706","865","1","Australian Fisheries Management Authority"
"1707","866","1","Biosecurity and Export Services"
"1708","866","2","Plant and Animal Health"
"1709","866","2","Plant and Animal Health"
"1710","867","10","Agricultural Resources"
"1711","867","5","Horticulture Industry"
"1712","867","6","Wool Industry"
"1713","867","7","Grains Industry"
"1714","867","8","Dairy Industry"
"1715","867","9","Meat and Livestock Industry"
"1716","867","9","Meat and Livestock Industry"
"1717","867","10","Agricultural Resources"
"1718","867","1","Agricultural Adaptation"
"1719","867","11","Drought Programmes"
"1720","867","12","Rural Programmes"
"1721","867","12","Rural Programmes"
"1722","867","13","International Market Access"
"1723","867","1","Agricultural Adaptation"
"1724","867","2","Sustainable Management - Natural Resources"
"1725","867","4","Fishing Industry"
"1726","867","3","Forestry Industry"
"1727","867","4","Fishing Industry"
"1728","868","10","Agricultural Resources"
"1729","868","5","Horticulture Industry"
"1730","868","6","Wool Industry"
"1731","868","7","Grains Industry"
"1732","868","8","Dairy Industry"
"1733","868","9","Meat and Livestock Industry"
"1734","868","10","Agricultural Resources"
"1735","868","1","Agricultural Adaptation"
"1736","868","11","Drought Programmes"
"1737","868","12","Rural Programmes"
"1738","868","12","Rural Programmes"
"1739","868","13","International Market Access"
"1740","868","1","Agricultural Adaptation"
"1741","868","2","Sustainable Management - Natural Resources"
"1742","868","4","Fishing Industry"
"1743","868","3","Forestry Industry"
"1744","868","4","Fishing Industry"
"1745","868","1","Biosecurity and Export Services"
"1746","868","2","Plant and Animal Health"
"1747","869","1","Australian Grape and Wine Authority"
"1748","870","1","Australian Pesticides and Veterinary Medicines Authority"
"1749","871","1","Cotton Research and Development Corporation"
"1750","872","1","Fisheries Research & Development Corporation"
"1751","873","1","Grains Research and Development Corporation"
"1752","874","1","Rural Industries Research and Development"
"1753","875","1","Administrative Appeals Tribunal"
"1754","876","1","Australian Crime Commission"
"1755","877","1","Detect, investigate and prevent corruption in prescribed law enforcement agencies; assist law enforcement agencies to maintain and improve the integrity of staff members"
"1756","878","1","Federal Policing and National Security"
"1757","878","2","(International Police Assistance)"
"1758","879","1","ACT Community Policing"
"1759","880","1","expenses"
"1760","881","1","Personal Insolvency and Trustee Services"
"1761","881","2","Operation of a National Register of Security Interests in Personal Property"
"1762","882","1","Delivery of specialist education to meet the diverse creative needs of students and the skill requirements of industry by means of award courses, activities and events and through its Open Program"
"1763","883","1","Arts and Cultural Development"
"1764","884","1","Attorney-General's Department Operating Expenses—Civil Justice and Legal Services"
"1765","884","2","Attorney-General's Department Operating Expenses— National Security and Criminal Justice"
"1766","884","3","Australian Government Solicitor"
"1767","884","4","Justice Services"
"1768","884","5","Family Relationships"
"1769","884","6","Indigenous Legal and Native Title Assistance"
"1770","884","7","National Security and Criminal Justice"
"1771","884","8","Australian Government Disaster Financial Support Payments"
"1772","884","9","Royal Commissions"
"1773","887","1","expenses"
"1774","888","1","Australians have access to independent human rights complaint handlingand public inquiries processes and benfit from human rights education, promotion and monitoring, and compliance activities"
"1775","889","1","Australian Institute of Criminology"
"1776","890","1","Conducting inquiries into aspects of Australian law and related processes for the purpose of law reform"
"1777","891","1","Management of maritime heritage"
"1778","892","1","Security Intelligence"
"1779","893","1","AUSTRAC"
"1780","894","1","To champion and invest in Australian arts"
"1781","895","1","An independent service to prosecute alleged offences against the criminal law of the Commonwealth, in appropriate matters, in a manner which is fair and just and to ensure that offenders, where appropriate, are deprived of the proceeds and benefits of criminal activity"
"1782","896","1","National law enforcement information systems and services"
"1783","897","1","Family Court and Federal Circuit Court"
"1784","898","1","Federal Court Business"
"1785","899","1","expenses"
"1786","899","1","component expenses"
"1787","900","1","High Court Business"
"1788","901","1","expenses"
"1789","902","1","National Archives of Australia"
"1790","903","1","National Archives of Australia"
"1791","904","1","Develop, preserve and share Australia's national audiovisual collection and make it available to all Australians"
"1792","905","1","Collection development, management, access and promotion"
"1793","906","1","National Library of Australia"
"1794","907","1","Collection Management, Research, Exhibitions and Programs"
"1795","908","1","expenses"
"1796","909","1","Develop, maintain and provide access to Australia's national portrait collection."
"1797","910","1","Complaint handling, compliance and monitoring, and education and promotion"
"1798","911","1","Legislative drafting and publication"
"1799","912","1","Old Parliament House"
"1800","913","1","Foster the Australian screen industry through strengthenin the skills of screen content practitioners and developing, funding and promoting Australian screen content"
"1801","914","1","SBS General Operational Activities"
"1802","914","2","SBS Transmission and Distribution Services"
"1803","915","1","SBS General Operational Activities"
"1804","915","2","SBS Transmission and Distribution"
"1805","916","1","ABC General Operational Activities"
"1806","916","2","ABC Transmission and Distribution Services"
"1807","916","1","ABC Analog Transmission"
"1808","916","1","Access to digital TV services"
"1809","916","1","Access to digital radio services"
"1810","917","1","ABC General Operational Activities"
"1811","917","2","ABC Transmission and Distribution Services"
"1812","918","1","Communications regulation, planning and licensing"
"1813","918","2","Consumer safeguards, education and information"
"1814","919","1","Communications regulation,"
"1815","919","2","Consumer safeguards,"
"1816","920","1","Digital Technologies and Communications"
"1817","921","1","The Digital Transformation Office"
"1818","922","1","National Curriculum"
"1819","922","2","National Data Collection and Reporting"
"1820","922","3","National Assessment"
"1821","923","1","AIATSIS: Research and Collections"
"1822","924","1","Assistance for quality teaching and learning"
"1823","925","1","Discovery - Research and Research Training"
"1824","925","2","Linkage - Cross Sector Research Partnerships"
"1825","925","3","Excellence in Research for Australia"
"1826","926","1","Regulation and advice"
"1827","927","1","Regulation and Quality Assurance"
"1828","928","1","Commonwealth Grant Scheme"
"1829","928","2","Higher Education Superannuation Programme"
"1830","928","3","Higher Education Support"
"1831","928","4","Higher Education Loan Programme"
"1832","928","5","Investment in Higher Education Research"
"1833","928","6","Research Capacity"
"1834","928","7","International Education Support"
"1835","928","8","Building Skills and Capability (a)"
"1836","929","1","Government Schools National Support"
"1837","929","2","Non-Government Schools National Support"
"1838","929","3","Early Learning and Schools Support (a)"
"1839","929","4","Trade Training Centres in Schools"
"1840","929","5","More Support for Students with Disabilities"
"1841","929","6","Youth Support"
"1842","930","1","Employment Services"
"1843","931","1","Employee Assistance"
"1844","931","2","Workplace Assistance"
"1845","931","3","Workers Compensation Payments"
"1846","932","1","Asbestos Safety and Eradication Agency"
"1847","933","1","Comcare Departmental Outcome 1"
"1848","934","1","components"
"1849","935","1","Dispute resolution, minimum wage setting, orders and approval of agreements"
"1850","936","1","Education Services and Compliance Activities"
"1851","937","1","Education Services and Compliance Activities"
"1852","938","1","Reform of and improvements to Australian work health and safety and workers' compensation arrangements."
"1853","939","1","Workplace Gender Equality"
"1854","940","1","Bureau of Meteorology"
"1855","941","1","Reviewing Climate Change Mitigation Policies"
"1856","942","1","Parks and Reserves"
"1857","943","1","Sustainable Management of Natural Resources"
"1858","943","2","Environmental Information and Research"
"1859","943","3","Land Sector Initiatives"
"1860","943","4","Conservation of Australia's Heritage"
"1861","943","5","Environmental Regulation"
"1862","943","6","Management of Hazardous Wastes,"
"1863","944","1","Water Reform"
"1864","944","2","Commonwealth Environmental Water"
"1865","945","1","Antarctica: Science, Policy and Presence"
"1866","946","1","Reducing Australia's Greenhouse"
"1867","946","2","Adapting to Climate Change"
"1868","947","1","Improving the outlook for the Great Barrier Reef"
"1869","948","1","Equitable and sustainable use of the Murray-Darling Basin"
"1870","949","1","Sydney Harbour Federation Trust"
"1871","950","1","Clean Energy Regulator"
"1872","951","1","Superannuation Administration Services"
"1873","952","1","Key Performance Indicators"
"1874","953","1","Deliverables"
"1875","954","1","Supporting Outcome 1"
"1876","955","1","Foreign Affairs and Trade Operations"
"1877","955","2","Official Development Assistance"
"1878","955","3","Official Development Assistance - Multilateral Replenishments"
"1879","955","4","Official Development Assistance - East Asia AIPRD"
"1880","955","5","Payments to International Organisations"
"1881","955","6","New Colombo Plan - Transforming Regional Relationships"
"1882","955","7","Public Information Services and Public Diplomacy"
"1883","955","8","Programmes to Promote Australia's International Tourism Interests"
"1884","955","9","Official Development Assistance - PNG & Pacific (f)"
"1885","955","10","Official Development Assistance - East Asia (f)"
"1886","955","11","Official Development Assistance - Africa, South and Central Asia, Middle East and Other (f)"
"1887","955","12","Official Development Assistance - Emergency, Humanitarian and Refugee Programme (f)"
"1888","955","13","Official Development Assistance - UN Commonwealth and Other International Organisations (f)"
"1889","955","14","Official Development Assistance - NGO, Volunteer and Community Programmes (f)"
"1890","956","1","Foreign Affairs and Trade Security and IT"
"1891","956","2","Overseas Property"
"1892","957","1","Consular Services"
"1893","957","2","Passport Services"
"1894","958","1","Promotion of Australia's export and"
"1895","958","2","Programmes to promote Australia's"
"1896","959","1","Consular and passport services"
"1897","960","1","Secret Intelligence"
"1898","960","2","Other Services"
"1899","961","1","International Agricultural Research and Development"
"1900","962","1","Safety and quality in health care"
"1901","963","1","Develop, collect, analyse and report high quality national health and"
"1902","964","1","Coordination of organ and tissue donation and transplantation"
"1903","965","1","Radiation protection and nuclear safety"
"1904","966","1","Deterrence, Detection and Enforcement"
"1905","967","1",
"1906","968","1",
"1907","969","1","Improved cancer control"
"1908","970","1","Food regulatory activity and services to the Minister and Parliament"
"1909","971","1","Public hospital price determinations"
"1910","972","1","National blood agreement management"
"1911","973","1","National health funding pool administration"
"1912","974","1","Health and medical research"
"1913","975","1","Health system performance reporting"
"1914","976","1","National Mental Health Commission"
"1915","977","1","Private health insurance prudential regulation and risk equalisation"
"1916","978","1","Safeguarding the integrity of the Medicare program and"
"1917","979","1","Border-Revenue Collection"
"1918","979","2","Trade Facilitation and Industry"
"1919","980","1","Border-Revenue"
"1920","980","1",
"1921","980","2","Trade Faciliation and"
"1922","980","2",
"1923","981","1","Border Enforcement"
"1924","981","1",
"1925","981","2","Border Management"
"1926","981","2",
"1927","981","2","Border Management"
"1928","981","2",
"1929","981","3","Compliance and"
"1930","981","3",
"1931","981","3","Compliance and"
"1932","981","3",
"1933","981","4","IMA Onshore"
"1934","981","4",
"1935","981","4","IMA Onshore"
"1936","981","4",
"1937","981","5","IMA Offshore"
"1938","981","5",
"1939","981","5","IMA Offshore"
"1940","981","5",
"1941","981","6","Regional"
"1942","981","6",
"1943","981","6","Regional"
"1944","981","6",
"1945","982","1","Citizenship"
"1946","982","1",
"1947","982","2","Migration"
"1948","982","2",
"1949","982","3","Visas"
"1950","982","3",
"1951","982","4","Refugee and"
"1952","982","4",
"1953","982","4","Refugee and"
"1954","982","4",
"1955","983","1","Border Enforcement"
"1956","983","2","Border Management"
"1957","983","2","Border Management"
"1958","983","3","Compliance and Detention"
"1959","983","3","Compliance and Detention"
"1960","983","4","IMA Onshore Management"
"1961","983","4","IMA Onshore Management"
"1962","983","5","IMA Offshore Management"
"1963","983","5","IMA Offshore Management"
"1964","983","6","Regional Cooperation"
"1965","983","6","Regional Cooperation"
"1966","984","1","Citizenship"
"1967","984","2","Migration"
"1968","984","3","Visas"
"1969","984","4","Refugee and Humanitarian Assistance"
"1970","984","4","Refugee and Humanitarian Assistance"
"1971","985","1","Marine Research"
"1972","986","1","Science and Technology Solutions"
"1973","986","1",".1: Management of core nuclear facilities"
"1974","986","1",".2: Scientific and technical services for Government"
"1975","986","1",".3: Research into, & application of, nuclear science & technology"
"1976","986","1",".4: Provision of education and training"
