"ID","PBS_ID","NUM","DESC"
"894","602","1","Supporting Australian artists and arts organisations to create and present excellent art that is accessed by audiences across Australia and abroad"
"895","603","1","Maintenance of law and order for the Australian community through an independent and ethical prosecution service in accordance with the Prosecution Policy of the Commonwealth"
"896","604","1","Access to information that supports law enforcement agencies through collaborative national information systems and services"
"897","605","1","Provide access to justice for litigants in family and federal law matters within the jurisdiction of the courts through the provision of judicial and support services"
"898","606","1","Through its jurisdiction, the Court will apply and uphold the rule of law to deliver remedies and enforce rights and in so doing, contribute to the social and economic development and well-being of all Australians"
"899","606","1",
"900","607","1","To interpret and uphold the Australian Constitution and perform the functions of the ultimate appellate Court in Australia"
"901","608","1",
"902","608","1","To promote the creation, management and preservation of authentic, reliable and usable Commonwealth records and to facilitate Australians' access to the archival resources of the Commonwealth"
"903","608","1","To promote the creation, management and preservation of authentic, reliable and usable Commonwealth records and to facilitate Australians' access to the archival resources of the Commonwealth"
"904","609","1","Increased engagement with Australia's audiovisual culture past and present through developing, preserving, maintaining and promoting the national audiovisual collection of historic and cultural significance"
"905","610","1","Increased understanding, knowledge and enjoyment of the visual arts by providing access to, and information about, works of art locally, nationally and internationally"
"906","611","1","Enhanced learning, knowledge creation, enjoyment and understanding of Australian life and society by providing access to a national collection of library material"
"907","612","1","Increased awareness and understanding of Australia's history and culture by managing the National Museum's collections and providing access through public program and exhibitions"
"908","613","1",
"909","613","1","Enhanced understanding and appreciation of Australian identity, culture and diversity through portraiture, by engaging the public in education programs and exhibitions, and by developing and preserving the national portait collection"
"910","614","1","Provision of public access to Commonwealth Government information, protection of individuals' personal information, and performanceof information commissioner, freedom of information and privacy functions"
"911","615","1","A body of Commonwealth laws and instruments that give effect to intended policy, and that are coherent, readable and readily accessible, through the drafting and publication of those laws and instruments"
"912","616","1","An enhanced appreciation and understanding of the political and social heritage of Australia for members of the public, through activities including the conservation and upkeep of, and the provision of access to, Old Parliament House and the development of its collections, exhibitions and educational programs."
"913","617","1","Promote engaged audiences and support a creative, innovative and commercially sustainable screen industry through the funding and promotion of diverse Australian screen product"
"914","618","1",
"915","618","1",
"916","619","1",
"917","619","1",
"918","620","1",
"919","620","1",":"
"920","621","1",
"921","622","1",
"922","626","1","Improved quality and consistency of school education in Australia through a national curriculum, national assessment, data collection and performance reporting system."
"923","627","1","Further understanding of Australian Indigenous cultures, past and present through undertaking and publishing research, and providing access to print and audiovisual collections."
"924","628","1","Enhance the quality of teaching and school leadership through developing standards, recognising teacher excellence, providing professional development opportunities and supporting the teacher profession."
"925","629","1","Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice."
"926","630","1","Contribute to a high quality vocational education and training sector, including through streamlined and nationally consistent regulation of training providers and courses, and the communication of advice to the sector on improvements to the quality of vocational education and training."
"927","631","1","Contribute to a high quality higher education sector through streamlined and nationally consistent higher education regulatory arrangements; registration of higher education providers; accreditation of higher education courses; and investigation, quality assurance and dissemination of higher education standards and performance."
"928","632","2","Promote growth in economic productivity and social wellbeing through access to quality higher education, international education, and international quality research, skills and training."
"929","632","1","Improved early learning, schooling, student educational outcomes and transitions to and from school through access to quality support, parent engagement, quality teaching and learning environments."
"930","633","1","Foster a productive and competitive labour market through employment policies and programmes that assist job seekers into work, meet employer needs and increase Australia's workforce participation."
"931","633","2","Facilitate jobs growth through policies that promote fair, productive and safe workplaces."
"932","634","1","Assist in the prevention of exposure to asbestos fibres and the elimination of asbestos-related disease in Australia through implementing the National Strategic Plan for Asbestos Awareness and Management in Australia"
"933","635","1",
"934","635","2",
"935","636","1","Simple, fair and flexible workplace relations for employees and employers through the exercise of powers to set and vary minimum wages and modern awards, facilitate collective bargaining, approve agreements and deal with disputes"
"936","637","1","Compliance with workplace relations legislation by employees and employers through advice, education and where necessary enforcement."
"937","638","1","Enforce workplace relations laws in the building and construction industry and ensure compliance with those laws by all participants in the building and construction industry through the provision of education, assistance and advice."
"938","639","1","Healthier, safer and more productive workplaces through improvements to Australian work health and safety and workers' compensation arrangements."
"939","640","1","Promote and improve gender equality in Australian workplaces including through the provision of advice and assistance to employers and the assessment and measurement of workplace gender data"
"940","641","1","Informed safety, security and economic decisions by Governments, industry, and the community through the provision of information, forecasts, services and research relating to weather, climate and water."
"941","642","1","Provide expert advice to the Australian Government on climate change mitigation initiatives, including through conducting regular and specifically commissioned reviews and through undertaking climate change research."
"942","643","1","Conservation and appreciation of Commonwealth reserves through the provision of safe visitor access, the control of invasive species and working with stakeholders and neighbours."
"943","644","1","Conserve, protect and sustainably manage Australia's biodiversity, ecosystems, environment and heritage through research, information management, supporting natural resource management, establishing and managing Commonwealth protected areas, and reducing and regulating the use of pollutants and hazardous substances."
"944","644","4","Improve the health of rivers and freshwater ecosystems and water use efficiency through implementing water reforms, and ensuring enhanced sustainability, efficiency and productivity in the management and use of water resources."
"945","644","3","Advancement of Australia's strategic, scientific, environmental and economic interests in the Antarctic region by protecting, administering and researching the region."
"946","644","2","Reduce Australia's greenhouse gas emissions, adapt to the impacts of climate change and contribute to the negotiation of an effective global solution to climate change, through developing and implementing a national response to climate change."
"947","645","1","The long-term protection, ecologically sustainable use, understanding and enjoyment of the Great Barrier Reef for all Australians and the international community, through the care and development of the Marine Park."
"948","646","1","Equitable and sustainable use of the Murray-Darling Basin by governments and the community including through development and implementation of a Basin Plan, operation of the River Murray system, shared natural resource management programs, research, information and advice."
"949","647","1","Enhance appreciation and understanding of the natural and cultural values of Sydney for all visitors, through the remediation, conservation and adaptive re-use of, and access to, Trust lands on Sydney Harbour."
"950","648","1","Contribute to a reduction in Australia's net greenhouse gas emissions, including through the administration of market based mechanisms that incentivise reduction in emissions and the promotion of additional renewable electricity generation."
"951","651","2",
"952","651","2",
"953","651","2",
"954","653","1","- Grow demand and foster a competitive and sustainable Australian tourism industry through partnership marketing to targeted global consumers in key markets."
"955","654","1","The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities"
"956","654","3","A secure Australian presence overseas through the provision of security services and information and communication technology infrastructure, and the management of the Commonwealth's overseas owned estate"
"957","654","2","The protection and welfare of Australians abroad and access to secure international travel documentation through timely and responsive travel advice and consular and passport services in Australia and overseas"
"958","655","1","Contribute to Australia's economic prosperity by promoting Australia's export and other international economic interests through the provision of information, advice and services to business, associations, institutions and government."
"959","655","2","The protection and welfare of Australians abroad through timely and responsive consular and passport services in specific locations overseas"
"960","656","1","Enhanced understanding for the Government of the overseas environment affecting Australia's interests through the provision of covert intelligence services about the capabilities, intentions or activities of people or organisations outside Australia."
"961","657","1","To achieve more productive and sustainable agricultural systems for the benefit of developing countries and Australia through international agricultural research and training partnerships"
"962","658","1",
"963","659","1",
"964","660","1",
"965","661","1",
"966","662","1",
"967","663","1","Improved participation in structured physical activity, particularly organised sport, at the community level, including through leadership and targeted community-based sports activity"
"968","663","2","Excellence in sports performance and continued international sporting success, by talented athletes and coaches, including through leadership in high performance athlete development, and targeted science and research"
"969","664","1",
"970","665","1",
"971","667","1",
"972","668","1",
"973","669","1",
"974","670","1",
"975","671","1",
"976","672","1",
"977","673","1",
"978","674","1",
"979","675","3",
"980","675","3",
"981","675","1",
"982","675","2",
"983","675","1",
"984","675","2",
"985","676","1","Growth of knowledge to support protection and sustainable development of Australia's marine resources through innovative marine science and technology."
"986","677","1","Improved knowledge, innovative capacity and healthcare through nuclear-based facilities, research, training, products, services and advice to Government, industry, the education sector and the Australian population."
"987","678","1","Innovative scientific and technology solutions to national challenges and opportunities to benefit industry, the environment and the community, through scientific research and capability development, services and advice."
"988","679","1",
"989","680","1","Increased innovation, investment and trade in Australia, and by Australians overseas, through the administration of the registrable intellectual property rights system, promoting public awareness and industry engagement, and advising government."
"990","681","2",
"991","681","1","Enabling growth and productivity for globally competitive industries through supporting science and commercialisation, growing business investment and improving business capability and streamlining regulation."
"992","681","2",
"993","681","2",
"994","682","2","Total"
"995","682","3","Total"
"996","682","4","Total"
"997","682","1","Total"
"998","683","1",
"999","684","1",
"1000","685","1",
"1001","686","1",
"1002","687","1","Total"
"1003","688","1",
"1004","689","1","To inform the Parliament by providing independent and non-partisan analysis of the budget cycle, fiscal policy and the financial implications of proposals"
"1005","691","2",
"1006","691","1","Advisory and administrative services support the House of Representatives to fulfil its representative and legislative role."
"1007","692","1",
"1008","692","2",
"1009","693","1","Improved access to education, employment, health and other services for Aboriginal and Torres Strait Islander people travelling or relocating through the operation of temporary hostel accommodation services."
"1010","694","1","Improved wealth acquisition to support the economic independence of Aboriginal and Torres Strait Islander peoples through commercial enterprise, asset acquisition, construction and access to concessional home and business loans."
"1011","695","1","Enhanced socio-economic development, maintenance of cultural identity and protection of the environment by Indigenous Australians through land acquisition and management."
"1012","695","1",
"1013","696","1","Fair and accountable administrative action by Australian Government entities and prescribed private sector organisations, by investigating complaints, reviewing administrative action and statutory compliance inspections and reporting."
"1014","697","1","Independent assurance for the Prime Minister, senior ministers and Parliament as to whether Australia's intelligence and security agencies act legally and with propriety by inspecting, inquiring into and reporting on their activities."
"1015","698","1","Advancement of Australia's national interests through increased government awareness of international developments affecting Australia."
"1016","699","1","The performance of the Governor-General's role is facilitated through the organisation and management of official duties, management and maintenance of the official household and property and administration of the Australian Awards and Honours system."
"1017","700","2","Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programmes, and through measures that recognise the special place that Indigenous people hold in this Nation."
"1018","700","2","Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programmes, and through measures that recognise the special place that Indigenous people hold in this Nation."
"1019","700","1","Provide high quality policy advice and support to the Prime Minister, the Cabinet, Portfolio Ministers and Parliamentary Secretaries including through the coordination of government activities, policy development and programme delivery."
"1020","701","1","Progress towards Closing the Gap for Torres Strait Islander and Aboriginal people living in the Torres Strait Region through development planning, coordination, sustainable resource management, and preservation and promotion of Indigenous culture."
"1021","702","4","Housing"
"1022","702","5","Disability and Carers"
"1023","702","1","Social Security"
"1024","702","2","Families and Communities"
"1025","702","3","Ageing and Aged Care"
"1026","703","1",
"1027","704","1",
"1028","705","1",
"1029","706","1","The formulation and making of accounting standards that are used by Australian entities to prepare financial reports and enable users of these reports to make informed decisions"
"1030","707","1","Informed decision-making, research and discussion within governments and the community by leading the collection, analysis and provision of high quality, objective and relevant statistical information"
"1031","708","1",
"1032","708","1","Lawful competition, consumer protection, and regulated national infrastructure markets and services through regulation, including enforcement, education, price monitoring and determining the terms of access to infrastructure services."
"1033","709","1","The advancement of macroeconomic growth and stability, and the effective operation of financial markets, through issuing debt, investing in financial assets and managing debt, investments and cash for the Australian Government"
"1034","710","1","The coinage needs of the Australian economy, collectors and foreign countries are met through the manufacture and sale of circulating coins, collector coins and other minted like products."
"1035","711","1","Improved tax administration through community consultation, review, and independent advice to government"
"1036","712","1","The formulation and making of auditing and assurance standards that are used by auditors of Australian entity financial reports or for other auditing and assurance engagements"
"1037","713","1",
"1038","713","1","Confidence in the administration of aspects of Australia's taxation and superannuation systems through helping people understand their rights and obligations, improving ease of compliance and access to benefits, and managing non-compliance with the law"
"1039","713","1","Confidence in the administration of aspects of Australia's taxation and superannuation systems through helping people understand their rights and obligations, improving ease of compliance and access to benefits, and managing non-compliance with the law"
"1040","713","1","Confidence in the administration of aspects of Australia's taxation and superannuation systems through helping people understand their rights and obligations, improving ease of compliance and access to benefits, and managing non-compliance with the law"
"1041","713","1","Confidence in the administration of aspects of Australia's taxation and superannuation systems through helping people understand their rights and obligations, improving ease of compliance and access to benefits, and managing non-compliance with the law"
"1042","714","1","To allow markets to allocate capital efficiently to fund the real economy by promoting investor and financial consumer trust and confidence, facilitating fair, orderly and transparent markets and delivering efficient and accessible registration."
"1043","715","1","Enhanced public confidence in Australia's financial institutions through a framework of prudential regulation which balances financial safety and efficiency, competition, contestability and competitive neutrality"
"1044","716","2",
"1045","716","1","Maintain and enhance the financial wellbeing and self sufficiency of eligible persons and their dependants through access to income support, compensation, and other support services, including advice and information about entitlements."
"1046","716","1",
"1047","716","2","Maintain and enhance the physical wellbeing and quality of life of eligible persons and their dependants through health and other care services that promote early intervention, prevention and treatment, including advice and information about health service entitlements."
"1048","716","2",
"1049","716","2",
"1050","716","2",
"1051","716","2",
"1052","716","3","Acknowledgement and commemoration of those who served Australia and its allies in wars, conflicts and peace operations through promoting recognition of service and sacrifice, preservation of Australia's wartime heritage, and official commemorations."
"1053","716","2",
"1054","716","2",
"1055","716","2",
"1056","716","2",
"1057","717","1","Australians remembering, interpreting and understanding the Australian experience of war and its enduring impact through maintaining and developing the National Memorial, its collection and exhibition of historical material, commemorative ceremonies and research."
"1058","717","1",
"1059","718","1","Competition in markets that are dependent on access to nationally significant monopoly infrastructure, through recommendations and decisions promoting the efficient operation of, use of, and investment in infrastructure."
"1060","719","1","Support individuals, families and communities to achieve greater self-sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery."
"1061","720","1","Informed government, industry and community decision on the economic, social and environmental management of the nation's natural resources through enabling access to geoscientific and spatial information."
"1062","721","1","Increased awareness and adoption of best practice public administration by the public service through leadership, promotion, advice and professional development, drawing on research and evaluation."
"1063","722","1","Facilitate increased flows of finance into Australia's clean energy sector, applying commercial rigour to investing in renewable energy, low-emissions and energy efficiency technologies, building industry capacity, and disseminating information to industry stakeholders"
"1064","723","1","Well-informed policy decision-making and public understanding on matters relating to Australia's productivity and living standards, based on independent and transparent analysis from a community-wide perspective"
"1065","724","1","Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations"
"1066","724","1","Informed decisions on the development and implementation of policies to improve the wellbeing of the Australian people, including by achieving strong, sustainable economic growth, through the provision of advice to government and the efficient administration of federal financial relations"
"1067","725","1","To improve public sector performance and accountability through independent reporting on Australian Government administration to Parliament, the Executive and the public."
"1068","726","1","Informed Government decisions on fiscal equalisation between the States and Territories through advice and recommendations on the distribution of GST revenue."
